Material-ID,Chemical_Formula,Temp_critical
S-5784,Ba0.7Rb0.3Fe2As2,36.9
S-7174,Ba0.7Rb0.3Ti2Sb2O1,5.93
S-15173,Ba0.805K0.195Fe1.738Co0.262As2,14
S-11727,Ba0.805K0.195Fe2As2,15
S-4585,Ba0.812K0.188Fe2As2,13
S-6626,Ba0.816K0.184Fe2As2,12
S-4890,Ba0.818Na0.182Fe2As2,6.4
S-13423,Ba0.81K0.19Fe2As2,12.73
S-14072,Ba0.823K0.177Fe2As2,10
S-5608,Ba0.825K0.175Fe2As2,10
S-11629,Ba0.82K0.18Bi0.53Pb0.47,22.8
S-3582,Ba0.82K0.18Fe1.654Co0.346As2,11
S-9200,Ba0.82K0.18Fe2As2,10.5
S-8235,Ba0.82La0.18Fe2As2,14.8
S-12582,Ba0.82Pr0.18Fe2As2,6.2
S-15809,Ba0.833K0.167Fe2As2,7
S-1242,Ba0.83K0.17Fe2As2,8
S-4604,Ba0.84K0.16Fe2As2,6.42
S-8941,Ba0.84Rb0.1Sn0.09Fe2As2,22.6
S-13444,Ba0.85Ce0.15Fe2As2,13.4
S-1413,Ba0.85K0.15Ti2Sb2O1,5.86
S-11753,Ba0.85Na0.15Fe2As2,3.35
S-6029,Ba0.85Na0.15Ti2Sb2O1,5.11
S-4994,Ba0.86K0.14Fe1.68Co0.32As2,11
S-8024,Ba0.86La0.14Fe2As2,22.7
S-8006,Ba0.87Nd0.13Fe2As2,4.76
S-1579,Ba0.88K0.12Fe2As2,10
S-13813,Ba0.88K0.12Ti2Sb2O1,6.1
S-9047,Ba0.88La0.12Fe2As2,22.4
S-4458,Ba0.8Fe2Se2,39
S-6319,Ba0.8K0.2Bi0.3Pb0.7O3,7.2
S-16267,Ba0.8K0.2Ti2Sb2O1,3
S-2981,Ba0.8Na0.2Fe2As2,13.5
S-1013,Ba0.8Rb0.2Ti2Sb2O1,6.19
S-326,Ba0.91Ce0.09Fe2As2,4.12
S-13364,Ba0.91La0.09Fe2As2,7.76
S-11414,Ba0.95K0.05Fe1.782Co0.212As2,16
S-5874,Ba0.95K0.05Ti2Sb2O1,4.25
S-10799,Ba0.95Na0.05Ti2Sb2O1,3.14
S-13390,Ba0.95Rb0.05Ti2Sb2O1,4.25
S-8365,Ba0.96K0.04Ti2Sb2O1,3.88
S-7936,Ba0.9K0.1Bi0.3Pb0.7O3,9.3
S-5638,Ba0.9K0.1Bi0.4Pb0.6O3,11.3
S-12908,Ba0.9K0.1Fe2As2,5.25
S-12215,Ba0.9K0.1Pb1O3,30
S-15563,Ba0.9K0.1Ti2Sb2O1,5.13
S-15043,Ba0.9Na0.1Ti2Sb2O1,4.24
S-10486,Ba0.9Rb0.1Fe2As2,23.3
S-7737,Ba0.9Rb0.1Ti2Sb2O1,5.33
S-7103,Ba0.9Yb0.1Fe2As2,20
S-13037,Ba1,4.04
S-8031,Ba1.2Sr0.8Yb1Cu3O6.61,36.7
S-8413,Ba1.34Eu2Ce0.66Cu3O8.96,15
S-1338,Ba1.34Eu2Ce0.66Cu3O9.02,25
S-6235,Ba1.4Sr0.6Yb1Cu3O6.66,43.1
S-9607,Ba1.6Sr0.4Yb0.65Ca0.35Cu2O6.4,61
S-5386,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.04,50
S-8897,Cu3Ba1.6Sr0.4Yb0.65Ca0.35O6.15,49
S-6744,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.28,51
S-9110,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.45,73
S-6954,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.52,79
S-13374,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.53,78
S-10871,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.63,77
S-2702,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.04,47
S-13117,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.14,46.5
S-13300,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.25,53
S-4376,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.36,75
S-11132,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.61,76
S-10646,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6,22
S-2395,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.19,24
S-13821,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.3,34
S-3198,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.51,66
S-823,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.68,74
S-2946,Ba1.6Sr0.4Yb0.7Ca0.3Cu3O6,41
S-9753,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.36,19
S-14929,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.6,61
S-2029,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.83,76
S-6932,Ba1.6Sr0.4Yb0.8Ca0.2Cu3O6.04,13
S-6950,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.56,30
S-11684,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.58,55
S-15877,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.76,80
S-11150,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.8,80
S-2383,Ba1.6Sr0.4Yb1Cu3O6.48,10
S-6843,Ba1.6Sr0.4Yb1Cu3O6.53,34
S-8378,Ba1.6Sr0.4Yb1Cu3O6.64,47
S-4959,Ba1.6Sr0.4Yb1Cu3O6.69,48.9
S-10990,Ba1.6Sr0.4Yb1Cu3O6.75,60
S-13306,Ba1.6Sr0.4Yb1Cu3O6.8,81
S-11775,Ba1.6Sr0.4Yb1Cu3O6.96,82
S-1348,Ba1.7K0.3Pb0.95Bi0.05O4,11
S-14431,Ba1.7K0.3Pb0.9Bi0.1O4,11
S-3847,Ba1.8Sr0.2Yb1Cu3O6.61,56.7
S-5250,Ba1.9K0.1Pb0.85Bi0.15O4,12.5
S-4712,Ba1Ag0.2Si1.8,3.2
S-5604,Ba1Ag0.3Si1.7,3.2
S-8200,Ba1Ag0.4Si1.6,2.79
S-1215,Ba1Ag0.5Si1.5,1.21
S-3308,Ba1Al0.95Si1.05,2.8
S-8479,Ba1Al1Ge1,6.3
S-14664,Ba1Al1Sn1,2.9
S-6969,Ba1Au0.3Si1.7,3.2
S-15552,Ba1Bi3,5.83
S-4092,Ba1Cs1Fe4As4,26
S-3602,Ba1Cu0.2Si1.8,3.02
S-6617,Ba1Cu0.3Si1.7,3
S-868,Ba1Cu0.4Si1.6,2.11
S-10019,Ba1Cu0.5Si1.5,2.53
S-8900,Ba1Cu0.6Si1.4,1.74
S-1491,Ba1Fe0.75Ru1.25As2,0
S-5493,Ba1Fe0.875Ru1.125As2,21.3
S-6610,Ba1Fe1.125Ru0.875As2,22.5
S-9337,Ba1Fe1.24Ru0.76As2,7.1
S-6972,Ba1Fe1.25Ru0.75As2,21
S-15780,Ba1Fe1.28Ru0.72As2,8.95
S-6572,Ba1Fe1.2Ru0.8As2,5.02
S-8509,Ba1Fe1.32Ru0.68As2,14.5
S-12025,Ba1Fe1.3Ru0.7As2,19.7
S-9917,Ba1Fe1.42Ru0.58As2,15.6
S-928,Ba1Fe1.44Ru0.56As2,15
S-12614,Ba1Fe1.48Ru0.52As2,20.05
S-12373,Ba1Fe1.52Ru0.48As2,16.68
S-12121,Ba1Fe1.55Ru0.45As2,8.18
S-10000,Ba1Fe1.5Ru0.5As2,0
S-369,Ba1Fe1.64Ru0.36As2,8.43
S-2763,Ba1Fe1.66Zn0.12Co0.22As2,4.6
S-6914,Ba1Fe1.678Ru0.322As2,9.31
S-2298,Ba1Fe1.6Ir0.4As2,24.5
S-7629,Ba1Fe1.738Rh0.262As2,8.3
S-14312,Ba1Fe1.74Zn0.04Co0.22As2,15.82
S-698,Ba1Fe1.75Co0.25As2,22
S-9241,Ba1Fe1.75Pt0.25As2,21.1
S-15237,Ba1Fe1.75Zn0.14Co0.11As2,5
S-11215,Ba1Fe1.76Co0.24As2,5.1
S-4768,Ba1Fe1.772Co0.228As2,11.4
S-2870,Ba1Fe1.774Co0.226As2,12.8
S-12058,Ba1Fe1.776Co0.224As2,11.1
S-12926,Ba1Fe1.77Co0.23As2,16.5
S-6773,Ba1Fe1.77Ni0.23As2,3.53
S-1388,Ba1Fe1.782Co0.218As2,14.1
S-14099,Ba1Fe1.784Co0.216As2,15.3
S-3412,Ba1Fe1.78Co0.22As2,16.23
S-1317,Ba1Fe1.78Ni0.22As2,3.4
S-5985,Ba1Fe1.79Zn0.08Co0.13As2,19
S-15840,Ba1Fe1.79Zn0.12Co0.09As2,3.37
S-14708,Ba1Fe1.79Zn0.1Co0.11As2,8
S-5860,Ba1Fe1.7Ir0.3As2,27
S-1065,Ba1Fe1.7Zn0.08Co0.22As2,8.77
S-15594,Ba1Fe1.808Rh0.192As2,17.8
S-5756,Ba1Fe1.81Zn0.06Co0.13As2,19
S-316,Ba1Fe1.81Zn0.08Co0.11As2,11
S-16216,Ba1Fe1.824Co0.176As2,21.05
S-8229,Ba1Fe1.82Co0.18As2,20.7
S-819,Ba1Fe1.82Ni0.18As2,11.42
S-10629,Ba1Fe1.82Ru0.18As2,25.8
S-15047,Ba1Fe1.832Co0.15Mn0.018As2,13.5
S-987,Ba1Fe1.838Co0.094Cu0.068As2,5.3
S-14706,Ba1Fe1.83Co0.17As2,19.6
S-12532,Ba1Fe1.83Zn0.04Co0.13As2,20
S-63,Ba1Fe1.83Zn0.06Co0.11As2,17
S-6558,Ba1Fe1.83Zn0.08Co0.09As2,7.54
S-7727,Ba1Fe1.844Co0.156As2,21.7
S-13966,Ba1Fe1.848Rh0.152As2,22.2
S-139,Ba1Fe1.84Co0.13Mn0.03As2,8
S-9655,Ba1Fe1.84Co0.16As2,22.72
S-9175,Ba1Fe1.852Co0.148As2,22.7
S-15327,Ba1Fe1.856Cu0.088As2,2.15
S-4938,Ba1Fe1.856Ni0.144As2,6.18
S-5531,Ba1Fe1.857Co0.13Mn0.013As2,18
S-7376,Ba1Fe1.85Co0.15As2,23.52
S-7909,Ba1Fe1.85Ni0.15As2,14
S-9391,Ba1Fe1.85Pt0.15As2,23.4
S-12675,Ba1Fe1.85Zn0.04Co0.11As2,18.5
S-6239,Ba1Fe1.866Pd0.134As2,7.16
S-10258,Ba1Fe1.868Co0.094Cu0.038As2,15.55
S-2664,Ba1Fe1.86Co0.12Mn0.02As2,12.5
S-15202,Ba1Fe1.86Co0.14As2,22.3
S-13336,Ba1Fe1.872Co0.042Cu0.086As2,4.3
S-14523,Ba1Fe1.874Co0.126As2,23.45
S-6097,Ba1Fe1.878Co0.122As2,24
S-2701,Ba1Fe1.87Co0.13As2,25
S-2397,Ba1Fe1.87Zn0.02Co0.11As2,20
S-5613,Ba1Fe1.87Zn0.04Co0.09As2,13.42
S-14406,Ba1Fe1.884Co0.116As2,22.93
S-5468,Ba1Fe1.885Co0.115As2,24.3
S-1514,Ba1Fe1.886Rh0.114As2,24.9
S-10649,Ba1Fe1.889Co0.102Cu0.009As2,20.95
S-3472,Ba1Fe1.88Ni0.12As2,18.8
S-7312,Ba1Fe1.892Co0.108As2,20.5
S-8760,Ba1Fe1.892Ni0.108As2,15.88
S-14513,Ba1Fe1.894Co0.042Cu0.064As2,9.6
S-160,Ba1Fe1.894Pd0.106As2,13.3
S-9482,Ba1Fe1.898Co0.102As2,18.6
S-9906,Ba1Fe1.89Co0.11As2,23.25
S-5502,Ba1Fe1.8Co0.2As2,20.27
S-2277,Ba1Fe1.8Ir0.2As2,27.4
S-609,Ba1Fe1.8Ni0.2As2,5.8
S-4271,Ba1Fe1.902Co0.098As2,15.8
S-9945,Ba1Fe1.904Co0.096As2,17.1
S-4064,Ba1Fe1.904Ni0.096As2,20.05
S-13646,Ba1Fe1.906Co0.042Cu0.052As2,11.6
S-3695,Ba1Fe1.906Co0.094As2,17.46
S-2591,Ba1Fe1.908Ni0.092As2,18.6
S-2848,Ba1Fe1.914Pd0.086As2,18.9
S-2524,Ba1Fe1.915Ni0.085As2,17.5
S-6529,Ba1Fe1.916Co0.084As2,15.5
S-10358,Ba1Fe1.918Co0.044Cu0.038As2,8.7
S-3140,Ba1Fe1.91Co0.09As2,15.45
S-14602,Ba1Fe1.922Rh0.078As2,15.9
S-5317,Ba1Fe1.924Co0.076As2,9.51
S-13757,Ba1Fe1.925Ni0.075As2,13.03
S-15302,Ba1Fe1.926Co0.074As2,6.2
S-3715,Ba1Fe1.92Co0.08As2,7.83
S-5580,Ba1Fe1.935Ni0.065As2,8.97
S-12646,Ba1Fe1.936Co0.044Cu0.02As2,2.35
S-12018,Ba1Fe1.936Ni0.064As2,14.83
S-5465,Ba1Fe1.93Ni0.07As2,17
S-7032,Ba1Fe1.945Ni0.055As2,7.4
S-5121,Ba1Fe1.946Mo0.056As2,4.9
S-10150,Ba1Fe1.946Pd0.054As2,12.3
S-11548,Ba1Fe1.948Mo0.052As2,7.4
S-6587,Ba1Fe1.94Pd0.06As2,16.4
S-13729,Ba1Fe1.952Ni0.048As2,3.46
S-7761,Ba1Fe1.958Pd0.042As2,4.1
S-10907,Ba1Fe1.958Rh0.042As2,5.41
S-16253,Ba1Fe1.974Mo0.026As2,12.5
S-15185,Ba1Fe1.97Mn0.03As1.3P0.7,16
S-11011,Ba1Fe1.982Mo0.018As2,16.7
S-1210,Ba1Fe1.988Mo0.012As2,16.3
S-9004,Ba1Fe1.98Pt0.02As2,0
S-2903,Ba1Fe1.9Co0.1As2,19.5
S-15496,Ba1Fe1.9Ni0.1As2,19.9
S-11059,Ba1Fe1.9Pt0.1As2,23.73
S-7027,Ba1Fe1.9Se3,11
S-11952,Ba1Fe2As0.72P1.28,8.545
S-3857,Ba1Fe2As0.74P1.26,7.73
S-16311,Ba1Fe2As0.88P1.12,13.9
S-11502,Ba1Fe2As1.06P0.94,20.8
S-6513,Ba1Fe2As1.18P0.82,25.3
S-8498,Ba1Fe2As1.28P0.72,22.4
S-9859,Ba1Fe2As1.34P0.66,27.76
S-2568,Ba1Fe2As1.36P0.64,29.1
S-15927,Ba1Fe2As1.3P0.7,30.25
S-14790,Ba1Fe2As1.46P0.54,24.5
S-12569,Ba1Fe2As1.52P0.48,26.7
S-10663,Ba1Fe2As1.6P0.4,9.76
S-7177,Ba1Fe2As1.72P0.28,0
S-7192,Ba1Fe2As3,35.4
S-9719,Ba1Fe2Se3,11
S-3208,Ba1Ga0.78Si1.22,4
S-2236,Ba1Ga1Ge1,2.4
S-5478,Ba1Ga1Si1,4.05
S-3106,Ba1Ge2,4.93
S-1627,Ba1Ge3,4
S-11642,Ba1Hg1,2.32
S-13319,Ba1Ir2P2,2.1
S-4830,Ba1K1Bi1O3,29.2
S-16259,Ba1K1Bi1O4,23
S-2680,Ba1Nb2S5,1.02
S-10877,Ba1Nb2Se5,2.5
S-11731,Ba1Ni2As1.792P0.208,3.24
S-13497,Ba1Ni2As1.816P0.184,3.27
S-16147,Ba1Ni2As1.846P0.154,3.28
S-7004,Ba1Ni2As1.902P0.098,0.763
S-13003,Ba1Ni2As1.972P0.028,0.634
S-649,Ba1Ni2As2,0.76
S-3115,Ba1Ni2Ge0.2P1.8,2.59
S-13284,Ba1Ni2Ge0.4P1.6,2.84
S-5600,Ba1Ni2Ge0.6P1.4,2.45
S-247,Ba1Ni2Ge0.8P1.2,1.38
S-12590,Ba1Ni2Ge1P1,0.68
S-11932,Ba1Ni2P2,2.72
S-6310,Ba1Pb0.35Hg0.4Bi0.25O3,10.7
S-8626,Ba1Pb0.45Hg0.3Bi0.25O3,4.42
S-11987,Ba1Pb0.4Hg0.35Bi0.25O3,9.97
S-15634,Ba1Pb0.55Hg0.2Bi0.25O3,3.83
S-4498,Ba1Pb0.5Hg0.25Bi0.25O3,2.93
S-1276,Ba1Pb0.65Bi0.35O3,3.93
S-15668,Ba1Pb0.65Hg0.1Bi0.25O3,10
S-4058,Ba1Pb0.75Bi0.25O3,12.11
S-10207,Ba1Pb0.75Sb0.25O3,3.5
S-624,Ba1Pb0.78Bi0.22O3,10.3
S-12862,Ba1Pb0.7Bi0.3O3,11.23
S-3867,Ba1Pb0.83Bi0.17O3,7.6
S-1934,Ba1Pb0.85Bi0.15O3,8.7
S-10231,Ba1Pb0.85Sb0.15O3,1.4
S-1402,Ba1Pb0.8Bi0.2O3,9.75
S-12294,Ba1Pb0.8Sb0.2O3,1.7
S-6400,Ba1Pb0.9Bi0.1O3,2.91
S-1650,Ba1Pd0.2Si1.8,2.91
S-5362,Ba1Pd0.3Si1.7,2.9
S-9650,Ba1Pd0.4Si1.6,1.11
S-16006,Ba1Pd0.5Si1.5,0.6
S-4675,Ba1Pd2As2,3.48
S-3375,Ba1Pt0.3Si1.7,2.6
S-2265,Ba1Pt1Si3,1.88
S-9366,Ba1Pt2As2,2.11
S-4125,Ba1Pt2Sb2,1.835
S-15740,Ba1Pt3.25Au0.75Ge12,6.25
S-4530,Ba1Pt3.5Au0.5Ge12,5.24
S-16003,Ba1Pt3.75Au0.25Ge12,5.05
S-5586,Ba1Pt3Au1Ge12,6.98
S-4287,Ba1Pt4Ge12,5.09
S-5258,Ba1Rh2,6
S-6907,Ba1Rh2P2,1
S-10622,Ba1Si2,5.3
S-5520,Ba1Sn3,4.3
S-9949,Ba1Ta2S5,3.01
S-8265,Ba1Ti2As0.2Sb1.8O1,0.48
S-9560,Ba1Ti2Bi2O1,4.6
S-14451,Ba1Ti2Sb0.4Bi1.6O1,4.52
S-1381,Ba1Ti2Sb0.8Bi1.2O1,4.02
S-9189,Ba1Ti2Sb1.4Bi0.6O1,2.59
S-1567,Ba1Ti2Sb1.4Sn0.6O1,2.49
S-413,Ba1Ti2Sb1.6Bi0.4O1,3.47
S-187,Ba1Ti2Sb1.6Sn0.4O1,2.31
S-3869,Ba1Ti2Sb1.7Sn0.3O1,2.2
S-6586,Ba1Ti2Sb1.8Sn0.2O1,2.2
S-3942,Ba1Ti2Sb2O1,1.2
S-12847,Ba24Si100,1.49
S-10175,Ba2Bi1.75Sb1.25,3.51
S-15721,Ba2Bi2.25Sb0.75,4.06
S-12010,Ba2Bi2.5Sb0.5,4.25
S-7145,Ba2Bi2.75Sb0.25,4.46
S-1049,Ba2Bi2Sb1,3.92
S-14626,Ba2Bi3,4.44
S-2896,Ba2Ca1Cu2F1.4O4.6,106
S-9001,Ba2Ca1Cu2F1.6O4.4,108
S-11404,Ba2Ca1Cu2F1.8O4.2,87
S-9330,Ba2Ca1Cu2F2.2O3.8,40
S-12539,Ba2Ca1Cu2F2O4,82
S-13038,Ba2Ca2Cu3F1.2O6.8,116.5
S-14205,Ba2Ca2Cu3F1.6O6.4,102
S-16191,Ba2Ca2Cu3F1.8O6.2,81
S-14272,Ba2Ca3Cu4F1.2O8.8,103.5
S-7569,Ba2Ca3Cu4F1.4O8.6,91
S-7037,Ba2Ca3Cu4F1.6O8.4,78
S-10031,Ba2Ca3Cu4F1.8O8.2,66
S-6835,Ba2Ca3Cu4F1O9.0,103
S-7448,Ba2Ca3Cu4O10.35,116
S-11356,Ba2Ca3Cu5O,106
S-7258,Ba2Cu3O7,92
S-903,Ba2Sn3Sb6,3.9
S-1819,Ba2Sr6Si46,4.1
S-9636,Ba2Ti2Fe2As4O1,20.59
S-8752,Ba2Yb1Cu3O6.66,65.3
S-9699,Ba3Ir4Ge16,6.1
S-1366,Ba4C60,6.75
S-1944,Ba4Ca4Si46,3.7
S-14529,Ba4Ir8Ge28,3.2
S-15027,Ba4Na2Ge25,0.84
S-1954,Ba4Sr2Nb10O30,0.98
S-6405,Ba4Sr4Si46,5.3
S-14378,Ba5Sr1Nb10O30,0.96
S-3058,Ba6.62Si46,5
S-15473,Ba6.63Si46,6
S-6996,Ba6C60,7
S-3634,Ba6Ca2Si46,5.2
S-7165,Ba6Ge25,0.24
S-8246,Ba6Nb10O30,1.62
S-12561,Ba6Sr2Si46,7.2
S-1866,Ba7.61Si46,8.2
S-4195,Ba7.76Si46,8.75
S-14580,Ba7Ca1Si46,7.65
S-13102,Ba8Ga16Ge30,7.5
S-3829,Ba8Ge42Co4,7
S-13119,Ba8Ge46,10
S-14751,Ba8Si23Ge23,2.28
S-14728,Ba8Si25Ge21,2.8
S-6078,Ba8Si28Ge18,3.12
S-5399,Ba8Si31Ge15,3.91
S-14542,Ba8Si34Ge12,4
S-9060,Ba8Si37Ge9,5
S-6554,Ba8Si38Al8,3
S-8945,Ba8Si39Al7,4
S-14281,Ba8Si40Al6,5.6
S-15618,Ba8Si40Ga6,3.3
S-5649,Ba8Si40Ge6,6
S-3003,Ba8Si41Al5,6.4
S-11283,Ba8Si42Cu4,2.9
S-10681,Ba8Si43Al3,5.75
S-6338,Ba8Si43Ge3,7.1
S-15942,Ba8Si44Al2,5.85
S-7270,Ba8Si46,7.96
S-11617,Be0.62Si0.38,9
S-2135,Be0.858Cu0.142,0.56
S-10,Be0.86Pb0.14,9.7
S-15664,Be0.89Cu0.11,1.11
S-5923,Be0.8Os0.2,8.6
S-2598,Be0.92Cu0.08,0.84
S-13790,Be0.934Ni0.066,0.88
S-15920,Be0.957Re0.043,9.64
S-8628,Be0.95Os0.05,0.57
S-2549,Be0.95Ru0.05,1.47
S-3088,Be0.96Ni0.04,0.76
S-8819,Be0.96Re0.04,9.5
S-15987,Be0.98Re0.02,9.6
S-1868,Be0.99Re0.01,9.25
S-3142,Be0.9Ni0.1,1.48
S-6192,Be1,3.11
S-2415,Be12Mg1Re1,10.1
S-7013,Be13Ga1,5.6
S-5472,Be13La1,0.53
S-3802,Be13Lu1,0.62
S-7494,Be13Ru1,1.3
S-15833,Be13Th1,0.135
S-13603,Be13U0.9645Th0.0355,0.55
S-3975,Be13U0.9755Th0.0245,0.59
S-13178,Be13U0.9807Th0.0193,0.48
S-13372,Be13U0.9899Th0.0101,0.65
S-963,Be13U0.9934Th0.0066,0.67
S-7057,Be13U1,0.89
S-13626,Be13W1,4.1
S-995,Be17Nb2,1.47
S-16023,Be1W1,4.1
S-3943,Be21Ni5,0.72
S-10561,Be22Ga1,5.7
S-12813,Be22Mo0.3Re0.7,8.6
S-7848,Be22Mo0.4Re0.6,8.6
S-1403,Be22Mo0.6Re0.4,8.3
S-5561,Be22Mo1,2.52
S-16079,Be22Os0.005Re1,9.8
S-1467,Be22Re0.95Os0.05,9.2
S-6247,Be22Re0.95W0.05,9.45
S-12391,Be22Re0.99Ru0.01,9.2
S-7317,Be22Re1,9.51
S-11233,Be22Tc1,5.21
S-16085,Be22W1,4.12
S-8906,Be2Ga1,6.3
S-11513,Be2Nb1,2.15
S-8559,Be2Nb1.5Ta1.5,1.7
S-1052,Be2Nb3,2.3
S-2789,Be2Os1,3.07
S-5970,Be2Rh1,1.37
S-11444,Be2Ru1,1.35
S-614,Be2Ta3,1
S-11665,Be30Zr70,2.8
S-12288,Be35Zr65,2.6
S-8430,Be3Ga1,6.7
S-6892,Be40Zr60,2.1
S-15996,Be5Ga1,5.8
S-2592,Be5Ir1,1.5
S-7554,Be5Os1,9.2
S-1694,Be5Pt1,2.3
S-1985,Be6Ga1,6
S-3081,Be8Ga1,5.7
S-5708,Be8Nb5Zr2,5.2
S-7050,Be9.8Re0.02,9.5
S-10236,Bi0.0105Pb0.9895,7.214
S-15766,Bi0.015In0.985,3.725
S-8475,Bi0.019In0.981,3.86
S-6640,Bi0.025In0.975,4.07
S-9129,Bi0.02In0.98,3.845
S-1706,Bi0.02Sn0.98,3.85
S-6724,Bi0.045Sn0.955,3.88
S-12246,Bi0.04Sn0.96,3.86
S-97,Bi0.055Sn0.945,3.94
S-11539,Bi0.05In0.95,4.65
S-15262,Bi0.05Pb0.95,7.388
S-9814,Bi0.05Sn0.95,3.93
S-11084,Bi0.066Mo0.264Cu2.67Sr2Y1O7.32,31
S-6275,Bi0.06Pb0.95,7.35
S-4862,Bi0.06Sn0.94,4.1
S-472,Bi0.07Pb0.93,7.7
S-11182,Bi0.08Sn0.92,4.15
S-12450,Bi0.132Mo0.198Cu2.67Sr2Y1O7.2,29
S-5285,Bi0.1485Mo0.1815Cu2.67Sr2Y1O7.21,20.6
S-4365,Bi0.15Ga0.15Nb3Sn0.7,18.04
S-8025,Bi0.15Ge0.15Nb3Sn0.7,17.75
S-9675,Bi0.15In0.15Nb3Sn0.7,18.01
S-7402,Bi0.15In0.85,5.3
S-14494,Bi0.15Nb3Sn0.7Tl0.15,18.12
S-4572,Nb3Bi0.15Sn0.85,18.26
S-260,Bi0.16Pb0.35V0.05Sr2Ca2Cu3O10.12,103.7
S-2845,Bi0.16Pb0.3V0.1Sr2Ca2Cu3O10.12,102.5
S-15937,Bi0.16Pb0.4Sr2Ca2Cu3O10.11,105.3
S-8002,Bi0.1C1.45Y0.9,9.35
S-910,Bi0.1In0.9,5.05
S-8787,Bi0.1Pb0.4La1.2Sr1.3Cu2O5.78,44
S-1836,Bi0.1Pb0.4La1.3Sr1.2Cu2O5.83,25
S-1603,Bi0.1Pb0.4La1.4Sr1.1Cu2O5.84,25
S-15091,Bi0.1Pb0.9,7.95
S-2262,Bi0.1Pt1Sb0.9,1.21
S-8198,Bi0.1Sn0.9,5.34
S-9036,Bi0.23Pb0.77,7.8
S-2884,Bi0.25Pb0.75,6.9
S-3439,Bi0.26Pb0.74,8.3
S-4250,Bi0.26Tl0.74,4.32
S-10791,Bi0.2Pb0.3La1.3Sr1.2Cu2O5.78,50
S-10303,Bi0.2Pb0.4La1.2Sr1.3Cu1.9O5.78,75
S-2061,Bi0.2Pb0.4S0.4Sr2Ca0.7Nd0.3Cu2O6.99,78
S-10928,Bi0.2Pb0.8,8.15
S-11733,Bi0.33Hg0.67Sr2Y0.5Ca0.5Cu2O7,92
S-11536,Bi0.33Hg0.67Sr2Y1Cu2O7,74
S-10164,Bi0.343In0.657,5.55
S-11571,Bi0.34In0.66,4
S-1999,Bi0.35Pb0.65,8.7
S-1085,Bi0.3Pb0.2La1.5Sr1Cu2O5.94,24
S-12861,Bi0.3Pb0.3La1.2Sr1.2Cu2O5.81,55
S-13472,Bi0.3Zn0.7,1.51
S-12229,Bi0.3Zr0.7,1.51
S-1153,Bi0.45Pb0.55,7.7
S-16371,Bi0.4Sn0.6,7.34
S-6540,Bi0.525Pb0.32Sn0.155,8.68
S-6403,Bi0.54Cd0.2Sn0.26,3.69
S-6719,Bi0.56Pb0.44,8.8
S-15243,Bi0.575Pb0.425,8.03
S-7497,Bi0.57Sn0.43,2.25
S-4483,Bi0.5Cd0.125Pb0.25Sn0.125,8.2
S-14773,Bi0.5Cd0.25Pb0.25Sn0.12,8.2
S-3441,Bi0.5La1.5Sr1Cu2O6.02,28
S-10123,Bi0.5La1Y0.5Sr1Cu2O6.04,30
S-8505,Bi0.5Pb0.25S0.25Sr2Ca0.7Nd0.3Cu2O6.97,75
S-6423,Bi0.5Pb0.25Sn0.25,8.5
S-5424,Bi0.5Pb0.25Sn0.26,8.5
S-893,Bi0.5Pb0.31Sn0.19,8.5
S-10487,Bi0.5Pb0.5,8.4
S-8459,Bi1Sb1,2.94
S-12628,Bi0.5Sn0.5,4.08
S-13338,Bi0.625Pb0.375,8.05
S-12197,Bi0.65Pb0.35,8.8
S-11174,Bi0.6Cd0.4,0.53
S-12272,Bi0.6Nd0.2Tb0.2Pb1Sr2Ca2Cu3O10,107.5
S-3868,Bi0.6Pb0.2S0.2Sr2Ca0.7Nd0.3Cu2O6.95,80
S-8335,Bi0.6Sn0.4,7
S-6082,Bi0.6Tl0.4,6
S-13269,Bi0.7Sb0.3,4.14
S-4871,Bi0.85Sb0.15,5.12
S-13330,Bi0.85Tl0.15,6.23
S-8119,Bi0.86Tl0.14,6.5
